x,y, z,Date,rain
1,2,7,1/31/04,5.93
2,2,7,2/29/04,2.56
3,2,7,3/31/04,1.7
4,2,7,4/30/04,0.55
5,2,7,5/31/04,2.59
6,2,7,6/30/04,0.86
7,2,7,7/31/04,0.35
8,2,7,8/31/04,3.03
9,2,7,9/30/04,1.93
10,2,7,10/31/04,2.78
11,2,7,11/30/04,2.56
12,2,7,12/31/04,4.77
1,3,7,1/31/05,3.33
2,3,7,2/28/05,0.88
3,3,7,3/31/05,2.84
4,3,7,4/30/05,3.03
5,3,7,5/31/05,2.88
6,3,7,6/30/05,1.45
7,3,7,7/31/05,0.32
8,3,7,8/31/05,0.53
9,3,7,9/30/05,0.84
10,3,7,10/31/05,2.37
11,3,7,11/30/05,4.62
12,3,7,12/31/05,7.34
1,4,7,1/31/06,9.38
2,4,7,2/28/06,2.63
3,4,7,3/31/06,1.22
4,4,7,4/30/06,1.98
5,4,7,5/31/06,0.98
6,4,7,6/30/06,1.26
7,4,7,7/31/06,0.16
8,4,7,8/31/06,0.05
9,4,7,9/30/06,1.06
10,4,7,10/31/06,1.51
11,4,7,11/30/06,10.61
12,4,7,12/31/06,7.26
1,5,7,1/31/07,3.59
2,5,7,2/28/07,1.63
3,5,7,3/31/07,2.8
4,5,7,4/30/07,0
5,5,7,5/31/07,0.01
6,5,7,6/30/07,0.37
7,5,7,7/31/07,1.23
8,5,7,8/31/07,0.75
9,5,7,9/30/07,1.88
10,5,7,10/31/07,2.5
11,5,7,11/30/07,3.16
12,5,7,12/31/07,9.31
1,6,7,1/31/08,4.2
2,6,7,2/29/08,1.2
3,6,7,3/31/08,3.77
4,6,7,4/30/08,2.15
5,6,7,5/31/08,0.53
6,6,7,6/30/08,1.78
7,6,7,7/31/08,0.46
8,6,7,8/31/08,2.86
9,6,7,9/30/08,0.61
10,6,7,10/31/08,1.82
11,6,7,11/30/08,5.08
12,6,7,12/31/08,3.68
1,7,7,1/31/09,3.73
2,7,7,2/28/09,1.86
3,7,7,3/31/09,3.51
4,7,7,4/30/09,2.79
5,7,7,5/31/09,4.18
6,7,7,6/30/09,0.17
7,7,7,7/31/09,0.09
8,7,7,8/31/09,0.82
9,7,7,9/30/09,2.31
10,7,7,10/31/09,5.29
11,7,7,11/30/09,9.51
12,7,7,12/31/09,2.62
1,8,7,1/31/10,7.19
2,8,7,2/28/10,3.74
3,8,7,3/31/10,3.3
4,8,7,4/30/10,3.07
5,8,7,5/31/10,3.47
6,8,7,6/30/10,2.19
7,8,7,7/31/10,0.18
8,8,7,8/31/10,0.77
9,8,7,9/30/10,3.43
10,8,7,10/31/10,3.88
11,8,7,11/30/10,4.65
12,8,7,12/31/10,8.75
1,9,7,1/31/11,4.84
2,9,7,2/28/11,3.59
3,9,7,3/31/11,7.3
4,9,7,4/30/11,3.14
5,9,7,5/31/11,3.08
6,9,7,6/30/11,1.19
7,9,7,7/31/11,0.86
8,9,7,8/31/11,0.06
9,9,7,9/30/11,1.03
10,9,7,10/31/11,2.93
11,9,7,11/30/11,5.61
12,9,7,12/31/11,1.55
1,10,7,1/31/12,4.9
2,10,7,2/29/12,2.65
3,10,7,3/31/12,5.43
4,10,7,4/30/12,1.77
5,10,7,5/31/12,1.79
6,10,7,6/30/12,2.82
7,10,7,7/31/12,1.76
8,10,7,8/31/12,0
9,10,7,9/30/12,0.28
10,10,7,10/31/12,5.78
11,10,7,11/30/12,8.67
12,10,7,12/31/12,9.04
1,11,7,1/31/13,3.77
2,11,7,2/28/13,1.49
3,11,7,3/31/13,2.53
4,11,7,4/30/13,4.68
5,11,7,5/31/13,1.93
6,11,7,6/30/13,1.55
7,11,7,7/31/13,0
8,11,7,8/31/13,1.15
9,11,7,9/30/13,5.63
10,11,7,10/31/13,1.14
11,11,7,11/30/13,2.55
12,11,7,12/31/13,0.95
1,12,7,1/31/14,3.89
2,12,7,2/28/14,4.88
3,12,7,3/31/14,8.3
4,12,7,4/30/14,2.6
5,12,7,5/31/14,2.24
6,12,7,6/30/14,0.98
7,12,7,7/31/14,0.81
8,12,7,8/31/14,1.13
9,12,7,9/30/14,2.35
10,12,7,10/31/14,5.93
11,12,7,11/30/14,4.38
12,12,7,12/31/14,5.39
1,1,8,1/31/03,7.31
2,1,8,2/28/03,1.73
3,1,8,3/31/03,5.01
4,1,8,4/30/03,1.45
5,1,8,5/31/03,0.93
6,1,8,6/30/03,0.79
7,1,8,7/31/03,0.06
8,1,8,8/31/03,0.22
9,1,8,9/30/03,0.99
10,1,8,10/31/03,7.04
11,1,8,11/30/03,5.63
12,1,8,12/31/03,4.58
1,2,8,1/31/04,5.93
2,2,8,2/29/04,2.56
3,2,8,3/31/04,1.7
4,2,8,4/30/04,0.55
5,2,8,5/31/04,2.59
6,2,8,6/30/04,0.86
7,2,8,7/31/04,0.35
8,2,8,8/31/04,3.03
9,2,8,9/30/04,1.93
10,2,8,10/31/04,2.81
11,2,8,11/30/04,3.15
12,2,8,12/31/04,5.15
1,3,8,1/31/05,3.39
2,3,8,2/28/05,0.97
3,3,8,3/31/05,3.14
4,3,8,4/30/05,3.06
5,3,8,5/31/05,2.69
6,3,8,6/30/05,1.85
7,3,8,7/31/05,0.84
8,3,8,8/31/05,0.58
9,3,8,9/30/05,0.82
10,3,8,10/31/05,2.34
11,3,8,11/30/05,4.57
12,3,8,12/31/05,7.4
1,4,8,1/31/06,9.37
2,4,8,2/28/06,2.69
3,4,8,3/31/06,1.47
4,4,8,4/30/06,2
5,4,8,5/31/06,1.01
6,4,8,6/30/06,1.19
7,4,8,7/31/06,0.08
8,4,8,8/31/06,0.06
9,4,8,9/30/06,0.94
10,4,8,10/31/06,1.48
11,4,8,11/30/06,10.63
12,4,8,12/31/06,6.94
1,5,8,1/31/07,2.8
2,5,8,2/28/07,1.87
3,5,8,3/31/07,2.64
4,5,8,4/30/07,0
5,5,8,5/31/07,0
6,5,8,6/30/07,0.47
7,5,8,7/31/07,1.42
8,5,8,8/31/07,0.88
9,5,8,9/30/07,2.13
10,5,8,10/31/07,2.79
11,5,8,11/30/07,2.95
12,5,8,12/31/07,9.99
1,6,8,1/31/08,4.61
2,6,8,2/29/08,1.37
3,6,8,3/31/08,3.88
4,6,8,4/30/08,2.25
5,6,8,5/31/08,0.64
6,6,8,6/30/08,1.95
7,6,8,7/31/08,0.25
8,6,8,8/31/08,3.15
9,6,8,9/30/08,0.75
10,6,8,10/31/08,2.18
11,6,8,11/30/08,5.74
12,6,8,12/31/08,4.03
1,7,8,1/31/09,3.77
2,7,8,2/28/09,2.1
3,7,8,3/31/09,4.04
4,7,8,4/30/09,3.34
5,7,8,5/31/09,4.27
6,7,8,6/30/09,0.16
7,7,8,7/31/09,0.11
8,7,8,8/31/09,0.89
9,7,8,9/30/09,2.3
10,7,8,10/31/09,5.88
11,7,8,11/30/09,9.94
12,7,8,12/31/09,2.6
1,8,8,1/31/10,7.62
2,8,8,2/28/10,3.9
3,8,8,3/31/10,3.34
4,8,8,4/30/10,3.53
5,8,8,5/31/10,3.6
6,8,8,6/30/10,2.71
7,8,8,7/31/10,0.22
8,8,8,8/31/10,0.96
9,8,8,9/30/10,4.12
10,8,8,10/31/10,4.29
11,8,8,11/30/10,5
12,8,8,12/31/10,9.46
1,9,8,1/31/11,5.46
2,9,8,2/28/11,3.89
3,9,8,3/31/11,7.58
4,9,8,4/30/11,3.42
5,9,8,5/31/11,3.3
6,9,8,6/30/11,1.33
7,9,8,7/31/11,0.74
8,9,8,8/31/11,0.11
9,9,8,9/30/11,1.13
10,9,8,10/31/11,3.61
11,9,8,11/30/11,6.88
12,9,8,12/31/11,1.83
1,10,8,1/31/12,5.6
2,10,8,2/29/12,3.23
3,10,8,3/31/12,6.72
4,10,8,4/30/12,2.42
5,10,8,5/31/12,2.17
6,10,8,6/30/12,3.66
7,10,8,7/31/12,1.71
8,10,8,8/31/12,0
9,10,8,9/30/12,0.26
10,10,8,10/31/12,6.89
11,10,8,11/30/12,9.32
12,10,8,12/31/12,10.01
1,11,8,1/31/13,4.5
2,11,8,2/28/13,1.77
3,11,8,3/31/13,2.76
4,11,8,4/30/13,5.08
5,11,8,5/31/13,1.85
6,11,8,6/30/13,1.92
7,11,8,7/31/13,0.03
8,11,8,8/31/13,1
9,11,8,9/30/13,5.14
10,11,8,10/31/13,1.14
11,11,8,11/30/13,2.79
12,11,8,12/31/13,1.24
1,12,8,1/31/14,4.54
2,12,8,2/28/14,5.55
3,12,8,3/31/14,9.73
4,12,8,4/30/14,3.37
5,12,8,5/31/14,2.6
6,12,8,6/30/14,1.12
7,12,8,7/31/14,0.99
8,12,8,8/31/14,1.29
9,12,8,9/30/14,2.69
10,12,8,10/31/14,6.46
11,12,8,11/30/14,4.95
12,12,8,12/31/14,6.08
1,1,9,1/31/03,5.42
2,1,9,2/28/03,1.18
3,1,9,3/31/03,5.68
4,1,9,4/30/03,1.78
5,1,9,5/31/03,0.83
6,1,9,6/30/03,0.33
7,1,9,7/31/03,0.14
8,1,9,8/31/03,0.68
9,1,9,9/30/03,0.4
10,1,9,10/31/03,7.39
11,1,9,11/30/03,4.71
12,1,9,12/31/03,4.13
1,2,9,1/31/04,5.04
2,2,9,2/29/04,2.59
3,2,9,3/31/04,2.21
4,2,9,4/30/04,0.38
5,2,9,5/31/04,1.46
6,2,9,6/30/04,0.57
7,2,9,7/31/04,0.3
8,2,9,8/31/04,2.93
9,2,9,9/30/04,2.24
10,2,9,10/31/04,2.05
11,2,9,11/30/04,2.73
12,2,9,12/31/04,4.16
1,3,9,1/31/05,4.24
2,3,9,2/28/05,1.17
3,3,9,3/31/05,3.86
4,3,9,4/30/05,3.72
5,3,9,5/31/05,3.06
6,3,9,6/30/05,3.57
7,3,9,7/31/05,1
8,3,9,8/31/05,0.44
9,3,9,9/30/05,1.02
10,3,9,10/31/05,2.78
11,3,9,11/30/05,6.13
12,3,9,12/31/05,7.06
1,4,9,1/31/06,12.61
2,4,9,2/28/06,3.3
3,4,9,3/31/06,1.67
4,4,9,4/30/06,2.72
5,4,9,5/31/06,1.5
6,4,9,6/30/06,1.59
7,4,9,7/31/06,0.05
8,4,9,8/31/06,0.05
9,4,9,9/30/06,1.97
10,4,9,10/31/06,1.56
11,4,9,11/30/06,14.68
12,4,9,12/31/06,7.83
1,5,9,1/31/07,4.28
2,5,9,2/28/07,3.16
3,5,9,3/31/07,4.66
4,5,9,4/30/07,0.55
5,5,9,5/31/07,0.13
6,5,9,6/30/07,1.15
7,5,9,7/31/07,1.43
8,5,9,8/31/07,1.14
9,5,9,9/30/07,2.66
10,5,9,10/31/07,3.55
11,5,9,11/30/07,3.57
12,5,9,12/31/07,9.37
1,6,9,1/31/08,3.53
2,6,9,2/29/08,1.39
3,6,9,3/31/08,4.09
4,6,9,4/30/08,1.71
5,6,9,5/31/08,1.33
6,6,9,6/30/08,1.64
7,6,9,7/31/08,0.51
8,6,9,8/31/08,3.49
9,6,9,9/30/08,0.74
10,6,9,10/31/08,2.18
11,6,9,11/30/08,6.08
12,6,9,12/31/08,3.94
1,7,9,1/31/09,3.92
2,7,9,2/28/09,1.75
3,7,9,3/31/09,4.25
4,7,9,4/30/09,3.67
5,7,9,5/31/09,4.6
6,7,9,6/30/09,0.56
7,7,9,7/31/09,0.06
8,7,9,8/31/09,1.08
9,7,9,9/30/09,2.49
10,7,9,10/31/09,6.06
11,7,9,11/30/09,10.07
12,7,9,12/31/09,2.8
1,8,9,1/31/10,6.81
2,8,9,2/28/10,3.6
3,8,9,3/31/10,4.43
4,8,9,4/30/10,4.05
5,8,9,5/31/10,3.46
6,8,9,6/30/10,2.66
7,8,9,7/31/10,0.34
8,8,9,8/31/10,0.59
9,8,9,9/30/10,3.94
10,8,9,10/31/10,5.71
11,8,9,11/30/10,5.17
12,8,9,12/31/10,9.71
1,9,9,1/31/11,6.13
2,9,9,2/28/11,3.59
3,9,9,3/31/11,7.31
4,9,9,4/30/11,4.63
5,9,9,5/31/11,3.14
6,9,9,6/30/11,1.55
7,9,9,7/31/11,0.8
8,9,9,8/31/11,0.09
9,9,9,9/30/11,1.21
10,9,9,10/31/11,3.29
11,9,9,11/30/11,6.24
12,9,9,12/31/11,2.1
1,10,9,1/31/12,6.66
2,10,9,2/29/12,3.69
3,10,9,3/31/12,8.22
4,10,9,4/30/12,2.8
5,10,9,5/31/12,2.65
6,10,9,6/30/12,3.11
7,10,9,7/31/12,1.37
8,10,9,8/31/12,0
9,10,9,9/30/12,0.08
10,10,9,10/31/12,6.54
11,10,9,11/30/12,8.14
12,10,9,12/31/12,9.3
1,11,9,1/31/13,3.93
2,11,9,2/28/13,1.78
3,11,9,3/31/13,2.75
4,11,9,4/30/13,5.14
5,11,9,5/31/13,1.95
6,11,9,6/30/13,1.74
7,11,9,7/31/13,0.09
8,11,9,8/31/13,1.24
9,11,9,9/30/13,5.91
10,11,9,10/31/13,1.76
11,11,9,11/30/13,3.54
12,11,9,12/31/13,1.57
1,12,9,1/31/14,3.93
2,12,9,2/28/14,6.27
3,12,9,3/31/14,9.24
4,12,9,4/30/14,4.47
5,12,9,5/31/14,3.14
6,12,9,6/30/14,0.79
7,12,9,7/31/14,1.09
8,12,9,8/31/14,1.48
9,12,9,9/30/14,2.61
10,12,9,10/31/14,7.21
11,12,9,11/30/14,4.44
12,12,9,12/31/14,5.24
1,1,10,1/31/03,6.58
2,1,10,2/28/03,1.37
3,1,10,3/31/03,4.01
4,1,10,4/30/03,2.34
5,1,10,5/31/03,1.45
6,1,10,6/30/03,0.82
7,1,10,7/31/03,0.2
8,1,10,8/31/03,0.3
9,1,10,9/30/03,0.73
10,1,10,10/31/03,6.64
11,1,10,11/30/03,5.3
12,1,10,12/31/03,3.72
1,2,10,1/31/04,6.67
2,2,10,2/29/04,2.45
3,2,10,3/31/04,1.93
4,2,10,4/30/04,0.7
5,2,10,5/31/04,2.86
6,2,10,6/30/04,0.63
7,2,10,7/31/04,0.35
8,2,10,8/31/04,3.03
9,2,10,9/30/04,1.57
10,2,10,10/31/04,1.85
11,2,10,11/30/04,2.28
12,2,10,12/31/04,4.49
1,3,10,1/31/05,3.03
2,3,10,2/28/05,0.77
3,3,10,3/31/05,2.62
4,3,10,4/30/05,2.34
5,3,10,5/31/05,2.56
6,3,10,6/30/05,1.31
7,3,10,7/31/05,0.6
8,3,10,8/31/05,0.13
9,3,10,9/30/05,0.96
10,3,10,10/31/05,2.02
11,3,10,11/30/05,4.45
12,3,10,12/31/05,6.16
1,4,10,1/31/06,8.67
2,4,10,2/28/06,2.54
3,4,10,3/31/06,1.38
4,4,10,4/30/06,1.73
5,4,10,5/31/06,0.92
6,4,10,6/30/06,1.3
7,4,10,7/31/06,0.08
8,4,10,8/31/06,0.18
9,4,10,9/30/06,1.2
10,4,10,10/31/06,1.22
11,4,10,11/30/06,11.02
12,4,10,12/31/06,7.26
1,5,10,1/31/07,3.46
2,5,10,2/28/07,1.48
3,5,10,3/31/07,2.17
4,5,10,4/30/07,0
5,5,10,5/31/07,0
6,5,10,6/30/07,0.39
7,5,10,7/31/07,1.22
8,5,10,8/31/07,0.66
9,5,10,9/30/07,1.96
10,5,10,10/31/07,2.25
11,5,10,11/30/07,2.81
12,5,10,12/31/07,9.46
1,6,10,1/31/08,3.88
2,6,10,2/29/08,0.93
3,6,10,3/31/08,3.64
4,6,10,4/30/08,1.87
5,6,10,5/31/08,0.6
6,6,10,6/30/08,1.85
7,6,10,7/31/08,0.19
8,6,10,8/31/08,2.73
9,6,10,9/30/08,0.57
10,6,10,10/31/08,1.87
11,6,10,11/30/08,4.73
12,6,10,12/31/08,3.14
1,7,10,1/31/09,3.53
2,7,10,2/28/09,1.61
3,7,10,3/31/09,3.11
4,7,10,4/30/09,2.43
5,7,10,5/31/09,4.05
6,7,10,6/30/09,0.1
7,7,10,7/31/09,0.09
8,7,10,8/31/09,0.78
9,7,10,9/30/09,2.47
10,7,10,10/31/09,5.01
11,7,10,11/30/09,7.93
12,7,10,12/31/09,2.27
1,8,10,1/31/10,6.58
2,8,10,2/28/10,3.54
3,8,10,3/31/10,2.78
4,8,10,4/30/10,3.16
5,8,10,5/31/10,3.05
6,8,10,6/30/10,1.87
7,8,10,7/31/10,0.22
8,8,10,8/31/10,0.67
9,8,10,9/30/10,3.98
10,8,10,10/31/10,3.95
11,8,10,11/30/10,4.46
12,8,10,12/31/10,8.36
1,9,10,1/31/11,4.77
2,9,10,2/28/11,3.18
3,9,10,3/31/11,5.97
4,9,10,4/30/11,3.06
5,9,10,5/31/11,3.31
6,9,10,6/30/11,1.28
7,9,10,7/31/11,0.85
8,9,10,8/31/11,0.02
9,9,10,9/30/11,0.99
10,9,10,10/31/11,2.6
11,9,10,11/30/11,5.27
12,9,10,12/31/11,1.62
1,10,10,1/31/12,4.59
2,10,10,2/29/12,2.4
3,10,10,3/31/12,6.19
4,10,10,4/30/12,2.09
5,10,10,5/31/12,2.51
6,10,10,6/30/12,2.58
7,10,10,7/31/12,1.22
8,10,10,8/31/12,0
9,10,10,9/30/12,0.06
10,10,10,10/31/12,5.5
11,10,10,11/30/12,8.02
12,10,10,12/31/12,8.36
1,11,10,1/31/13,3.32
2,11,10,2/28/13,1.33
3,11,10,3/31/13,2.52
4,11,10,4/30/13,4.18
5,11,10,5/31/13,1.47
6,11,10,6/30/13,1.44
7,11,10,7/31/13,0
8,11,10,8/31/13,1.2
9,11,10,9/30/13,4.73
10,11,10,10/31/13,0.76
11,11,10,11/30/13,2.31
12,11,10,12/31/13,0.95
1,12,10,1/31/14,3.99
2,12,10,2/28/14,5.33
3,12,10,3/31/14,8.04
4,12,10,4/30/14,2.7
5,12,10,5/31/14,2.38
6,12,10,6/30/14,0.75
7,12,10,7/31/14,0.75
8,12,10,8/31/14,1.23
9,12,10,9/30/14,3.35
10,12,10,10/31/14,6.41
11,12,10,11/30/14,4.63
12,12,10,12/31/14,5.41
1,1,11,1/31/03,7.58
2,1,11,2/28/03,1.47
3,1,11,3/31/03,5.16
4,1,11,4/30/03,2.44
5,1,11,5/31/03,1.63
6,1,11,6/30/03,0.87
7,1,11,7/31/03,0.21
8,1,11,8/31/03,0.57
9,1,11,9/30/03,0.63
10,1,11,10/31/03,6.99
11,1,11,11/30/03,5.93
12,1,11,12/31/03,4.58
1,2,11,1/31/04,6.77
2,2,11,2/29/04,2.45
3,2,11,3/31/04,1.93
4,2,11,4/30/04,0.7
5,2,11,5/31/04,2.86
6,2,11,6/30/04,0.63
7,2,11,7/31/04,0.35
8,2,11,8/31/04,3.03
9,2,11,9/30/04,1.57
10,2,11,10/31/04,2.59
11,2,11,11/30/04,2.56
12,2,11,12/31/04,4.77
1,3,11,1/31/05,3.3
2,3,11,2/28/05,0.87
3,3,11,3/31/05,2.48
4,3,11,4/30/05,3.24
5,3,11,5/31/05,1.98
6,3,11,6/30/05,1.44
7,3,11,7/31/05,0.53
8,3,11,8/31/05,0.56
9,3,11,9/30/05,1.22
10,3,11,10/31/05,2.72
11,3,11,11/30/05,5.6
12,3,11,12/31/05,8.09
1,4,11,1/31/06,10.11
2,4,11,2/28/06,2.66
3,4,11,3/31/06,1.2
4,4,11,4/30/06,1.78
5,4,11,5/31/06,0.94
6,4,11,6/30/06,1.11
7,4,11,7/31/06,0.06
8,4,11,8/31/06,0.21
9,4,11,9/30/06,0.97
10,4,11,10/31/06,1.31
11,4,11,11/30/06,10.94
12,4,11,12/31/06,7.02
1,5,11,1/31/07,3.23
2,5,11,2/28/07,1.57
3,5,11,3/31/07,2.99
4,5,11,4/30/07,0.77
5,5,11,5/31/07,0.1
6,5,11,6/30/07,0.34
7,5,11,7/31/07,1.29
8,5,11,8/31/07,0.78
9,5,11,9/30/07,1.97
10,5,11,10/31/07,3.04
11,5,11,11/30/07,3.37
12,5,11,12/31/07,10.49
1,6,11,1/31/08,4.16
2,6,11,2/29/08,1.01
3,6,11,3/31/08,3.66
4,6,11,4/30/08,1.81
5,6,11,5/31/08,0.5
6,6,11,6/30/08,2.09
7,6,11,7/31/08,0.39
8,6,11,8/31/08,3.18
9,6,11,9/30/08,0.64
10,6,11,10/31/08,2.01
11,6,11,11/30/08,5.3
12,6,11,12/31/08,3.63
1,7,11,1/31/09,3.83
2,7,11,2/28/09,1.78
3,7,11,3/31/09,3.44
4,7,11,4/30/09,2.67
5,7,11,5/31/09,4.81
6,7,11,6/30/09,0.14
7,7,11,7/31/09,0.2
8,7,11,8/31/09,0.95
9,7,11,9/30/09,2.2
10,7,11,10/31/09,5.4
11,7,11,11/30/09,9.17
12,7,11,12/31/09,2.5
1,8,11,1/31/10,7.4
2,8,11,2/28/10,3.91
3,8,11,3/31/10,3.39
4,8,11,4/30/10,2.84
5,8,11,5/31/10,3.93
6,8,11,6/30/10,1.96
7,8,11,7/31/10,0.21
8,8,11,8/31/10,0.69
9,8,11,9/30/10,4.22
10,8,11,10/31/10,4.22
11,8,11,11/30/10,4.79
12,8,11,12/31/10,8.87
1,9,11,1/31/11,4.81
2,9,11,2/28/11,3.4
3,9,11,3/31/11,7.23
4,9,11,4/30/11,2.95
5,9,11,5/31/11,3.14
6,9,11,6/30/11,1.15
7,9,11,7/31/11,0.9
8,9,11,8/31/11,0.05
9,9,11,9/30/11,1.11
10,9,11,10/31/11,2.78
11,9,11,11/30/11,5.87
12,9,11,12/31/11,1.75
1,10,11,1/31/12,4.89
2,10,11,2/29/12,2.62
3,10,11,3/31/12,6.09
4,10,11,4/30/12,2.02
5,10,11,5/31/12,2.13
6,10,11,6/30/12,3.05
7,10,11,7/31/12,1.97
8,10,11,8/31/12,0
9,10,11,9/30/12,0.16
10,10,11,10/31/12,5.99
11,10,11,11/30/12,8.89
12,10,11,12/31/12,9.04
1,11,11,1/31/13,3.64
2,11,11,2/28/13,1.45
3,11,11,3/31/13,2.6
4,11,11,4/30/13,4.95
5,11,11,5/31/13,1.93
6,11,11,6/30/13,1.55
7,11,11,7/31/13,0
8,11,11,8/31/13,1.15
9,11,11,9/30/13,5.63
10,11,11,10/31/13,1.31
11,11,11,11/30/13,2.75
12,11,11,12/31/13,1.01
1,12,11,1/31/14,4.6
2,12,11,2/28/14,5.85
3,12,11,3/31/14,8.87
4,12,11,4/30/14,2.78
5,12,11,5/31/14,2.71
6,12,11,6/30/14,0.95
7,12,11,7/31/14,0.96
8,12,11,8/31/14,1.25
9,12,11,9/30/14,2.52
10,12,11,10/31/14,7.07
11,12,11,11/30/14,4.8
12,12,11,12/31/14,5.93
1,1,12,1/31/03,5.72
2,1,12,2/28/03,1.33
3,1,12,3/31/03,4.57
4,1,12,4/30/03,2.14
5,1,12,5/31/03,0.81
6,1,12,6/30/03,0.72
7,1,12,7/31/03,0.15
8,1,12,8/31/03,0.47
9,1,12,9/30/03,0.79
10,1,12,10/31/03,6.52
11,1,12,11/30/03,4.8
12,1,12,12/31/03,2.93
1,2,12,1/31/04,5.22
2,2,12,2/29/04,2.23
3,2,12,3/31/04,2.13
4,2,12,4/30/04,0.53
5,2,12,5/31/04,2.1
6,2,12,6/30/04,0.57
7,2,12,7/31/04,0.3
8,2,12,8/31/04,2.89
9,2,12,9/30/04,2.24
10,2,12,10/31/04,1.44
11,2,12,11/30/04,2.04
12,2,12,12/31/04,4.2
1,3,12,1/31/05,3.46
2,3,12,2/28/05,0.51
3,3,12,3/31/05,3.36
4,3,12,4/30/05,0.21
5,3,12,5/31/05,3.36
6,3,12,6/30/05,1.4
7,3,12,7/31/05,0.42
8,3,12,8/31/05,0.07
9,3,12,9/30/05,0.71
10,3,12,10/31/05,1.39
11,3,12,11/30/05,3.18
12,3,12,12/31/05,6.36
1,4,12,1/31/06,4.65
2,4,12,2/28/06,2.18
3,4,12,3/31/06,0.91
4,4,12,4/30/06,1.8
5,4,12,5/31/06,0.84
6,4,12,6/30/06,1.46
7,4,12,7/31/06,0.05
8,4,12,8/31/06,0.03
9,4,12,9/30/06,0.88
10,4,12,10/31/06,0.52
11,4,12,11/30/06,9.4
12,4,12,12/31/06,6.73
1,5,12,1/31/07,2.81
2,5,12,2/28/07,1.54
3,5,12,3/31/07,2.34
4,5,12,4/30/07,0.79
5,5,12,5/31/07,0.07
6,5,12,6/30/07,0.46
7,5,12,7/31/07,1.28
8,5,12,8/31/07,0.97
9,5,12,9/30/07,2.17
10,5,12,10/31/07,2.71
11,5,12,11/30/07,3.45
12,5,12,12/31/07,10.91
1,6,12,1/31/08,3.82
2,6,12,2/29/08,1.04
3,6,12,3/31/08,3.66
4,6,12,4/30/08,1.82
5,6,12,5/31/08,0.7
6,6,12,6/30/08,1.43
7,6,12,7/31/08,0.32
8,6,12,8/31/08,2.97
9,6,12,9/30/08,0.5
10,6,12,10/31/08,2.27
11,6,12,11/30/08,5.45
12,6,12,12/31/08,3.46
1,7,12,1/31/09,4.37
2,7,12,2/28/09,1.59
3,7,12,3/31/09,3.32
4,7,12,4/30/09,2.97
5,7,12,5/31/09,4.41
6,7,12,6/30/09,0.16
7,7,12,7/31/09,0.08
8,7,12,8/31/09,1.09
9,7,12,9/30/09,2.12
10,7,12,10/31/09,4.99
11,7,12,11/30/09,9.86
12,7,12,12/31/09,2.77
1,8,12,1/31/10,8.13
2,8,12,2/28/10,4.36
3,8,12,3/31/10,3.25
4,8,12,4/30/10,3.39
5,8,12,5/31/10,4.24
6,8,12,6/30/10,1.88
7,8,12,7/31/10,0.43
8,8,12,8/31/10,0.59
9,8,12,9/30/10,4.39
10,8,12,10/31/10,4.72
11,8,12,11/30/10,5.15
12,8,12,12/31/10,9.71
1,9,12,1/31/11,5.38
2,9,12,2/28/11,3.41
3,9,12,3/31/11,6.9
4,9,12,4/30/11,3.95
5,9,12,5/31/11,3.35
6,9,12,6/30/11,1.63
7,9,12,7/31/11,0.8
8,9,12,8/31/11,0.03
9,9,12,9/30/11,1.3
10,9,12,10/31/11,2.66
11,9,12,11/30/11,6.18
12,9,12,12/31/11,2.05
1,10,12,1/31/12,5.79
2,10,12,2/29/12,2.67
3,10,12,3/31/12,6.75
4,10,12,4/30/12,2.37
5,10,12,5/31/12,2.86
6,10,12,6/30/12,2.85
7,10,12,7/31/12,1.1
8,10,12,8/31/12,0
9,10,12,9/30/12,0.07
10,10,12,10/31/12,6.37
11,10,12,11/30/12,8.88
12,10,12,12/31/12,9.22
1,11,12,1/31/13,4.03
2,11,12,2/28/13,1.68
3,11,12,3/31/13,3
4,11,12,4/30/13,4.2
5,11,12,5/31/13,1.84
6,11,12,6/30/13,1.67
7,11,12,7/31/13,0
8,11,12,8/31/13,0.82
9,11,12,9/30/13,5.37
10,11,12,10/31/13,1.52
11,11,12,11/30/13,2.85
12,11,12,12/31/13,1.35
1,12,12,1/31/14,4.5
2,12,12,2/28/14,6.03
3,12,12,3/31/14,8.81
4,12,12,4/30/14,2.84
5,12,12,5/31/14,2.76
6,12,12,6/30/14,0.56
7,12,12,7/31/14,0.69
8,12,12,8/31/14,1.15
9,12,12,9/30/14,2.83
10,12,12,10/31/14,6.87
11,12,12,11/30/14,5.25
12,12,12,12/31/14,5.86
1,1,13,1/31/03,7.47
2,1,13,2/28/03,1.19
3,1,13,3/31/03,5.5
4,1,13,4/30/03,2.47
5,1,13,5/31/03,0.23
6,1,13,6/30/03,0.27
7,1,13,7/31/03,0.14
8,1,13,8/31/03,0.18
9,1,13,9/30/03,0.35
10,1,13,10/31/03,3.66
11,1,13,11/30/03,3.43
12,1,13,12/31/03,3.31
1,2,13,1/31/04,4.96
2,2,13,2/29/04,2.76
3,2,13,3/31/04,1.97
4,2,13,4/30/04,0.38
5,2,13,5/31/04,2.58
6,2,13,6/30/04,0.54
7,2,13,7/31/04,0.3
8,2,13,8/31/04,2.75
9,2,13,9/30/04,2.24
10,2,13,10/31/04,1.77
11,2,13,11/30/04,2.48
12,2,13,12/31/04,4.79
